îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-366/,Școala Gimnazială Nicolae Bălcescu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Dolj,http://posturi.gov.ro/?judet=Dolj,Permanent
Îngrijitoare I M,http://posturi.gov.ro/anunt/ingrijitoare-i-m-3/,Grădinița cu Program Prelungit Rază de Soare Urziceni,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Ialomiţa,http://posturi.gov.ro/?judet=Ialomiţa,Permanent
1 muncitor calificat (bucătar),http://posturi.gov.ro/anunt/1-muncitor-calificat-bucatar/,"Colegiului Național Informatică, Piatra Neamt, judetul Neamt ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Neamţ,http://posturi.gov.ro/?judet=Neamţ,Permanent
ȘOFER,http://posturi.gov.ro/anunt/sofer-71/,"Clubul Sportiv „Timişul Șag”, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  19/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
cONSILIER,http://posturi.gov.ro/anunt/consilier-28/,Direcția NAȚIONALĂ ANTICORUPȚIE,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
MUZEOGRAF GRAD i,http://posturi.gov.ro/anunt/muzeograf-grad-i/,Complexul Muzeal National „ Moldova” Iași,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Inspector de Specialitate,http://posturi.gov.ro/anunt/inspector-de-specialitate-59/,Consiliul Județean constanța,"Funcție contractuală, Consilii județene, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  19/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
"Brancardier, infirmiera",http://posturi.gov.ro/anunt/brancardier-infirmiera/,Spitalul Dr.Karl Diel Jimbolia,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
inspector de specialitate,http://posturi.gov.ro/anunt/nspector-de-specialitate/,Primăria Orașului Odobești,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Vrancea,http://posturi.gov.ro/?judet=Vrancea,Permanent
"îngrijitoare, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/ingrijitoare-post-vacant-pe-perioada-nedeterminata-5/,"Școala Gimnazială ”Nicolae Titulescu” , Ploiești,  jud. Prahova ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Prahova,http://posturi.gov.ro/?judet=Prahova,Permanent
Îngrijitoare,http://posturi.gov.ro/anunt/ingrijitoare-86/,"Spitalul Dr. Karl Diel Jimbolia, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
Îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-372/,"Şcoala Gimnazială ,,alexandru vaida-voevod"" CLUJ-NAPOCA","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
CONTABIL SEF 1 POST,http://posturi.gov.ro/anunt/contabil-sef-1-post/,CLUBUL SPORTIV SCOLAR BRASOVIA BRASOV,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 6 septembrie,2023",Expiră in  26/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
"ASISTENT  MEDICAL COMUNITAR,GRAD  PROFESIONAL DEBUTANT",http://posturi.gov.ro/anunt/asistent-medical-comunitargrad-profesional-debutant/,COMUNA  GARDANI ,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  19/09/2023,Maramureş,http://posturi.gov.ro/?judet=Maramureş,Permanent
expert,http://posturi.gov.ro/anunt/expert-8/,DIRECŢIA JUDEŢEANĂ DE STATISTICĂ DOLJ,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  19/09/2023,Dolj,http://posturi.gov.ro/?judet=Dolj,Nespecificat
Medici,http://posturi.gov.ro/anunt/medici-9/,"spitalul clinic de urgenta pentru copii ""Grigore Alexandrescu""","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
administrator financiar is,http://posturi.gov.ro/anunt/administrator-financiar-is-4/,Universitatea de Medicină și Farmacie Carol Davila din București,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 6 septembrie,2023",Expiră in  20/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Administrator financiar,http://posturi.gov.ro/anunt/administrator-financiar-117/,"Școala Gimnazială de Arte „N.N. Tonitza” Bârlad, judeţul Vaslui","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  25/09/2023,Vaslui,http://posturi.gov.ro/?judet=Vaslui,Permanent
"1 post îngrijitor  –  normă întreagă, perioadă nedeterminată",http://posturi.gov.ro/anunt/1-post-ingrijitor-norma-intreaga-perioada-nedeterminata-2/,ȘCOALA GIMNAZIALĂ „GEORGE TOPÂRCEANU”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-382/,Liceul Timotei cipariu DUMBRĂVENI,"Funcție publică, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
ÎNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-381/,"LICEUL tEHNOLOGIC,,Liviu rebreanu,,maieru","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Bistriţa-Năsăud,http://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent
medic scolar,http://posturi.gov.ro/anunt/medic-scolar-5/,Centrul Scolar de Educatie Incluziva Orizont Oradea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Bihor,http://posturi.gov.ro/?judet=Bihor,Permanent
Asistent medical,http://posturi.gov.ro/anunt/asistent-medical-32/,"Primăria Comunei Muntenii de Jos, județul Vaslui","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Vaslui,http://posturi.gov.ro/?judet=Vaslui,Permanent
ÎNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-380/,Gradinita cu program prelunGIT NR. 3 BISTRITA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Bistriţa-Năsăud,http://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent
Conducător de mașini și utilaje terasiere – mașinist pentru terasamente (ifronist) cod COR 834201,http://posturi.gov.ro/anunt/conducator-de-masini-si-utilaje-terasiere-masinist-pentru-terasamente-ifronist-cod-cor-834201/,"Primaria Comunei Șoimi, judetul Bihor","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  20/09/2023,Bihor,http://posturi.gov.ro/?judet=Bihor,Permanent
Îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-primaria-municipiului-craiova-judetul-dolj/,"Primăria Municipiului Craiova, județul Dolj","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Dolj,http://posturi.gov.ro/?judet=Dolj,Permanent
manager economic tribunalul Iași,http://posturi.gov.ro/anunt/manager-economic-tribunalul-iasi/,Curtea de Apel Iași,"Funcție publică, Instituții județene, Funcții de conducere","Publicat în: 5 septembrie,2023",Expiră in  25/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Șef serviciu și lucrator pentru salubrizare,http://posturi.gov.ro/anunt/sef-serviciu-si-lucrator-pentru-salubrizare/,"Consiliul Local Mihăilești - Serviciul Salubrizare, județul Buzău","Funcție contractuală, Instituții locale, Funcții de conducere,Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Buzău,http://posturi.gov.ro/?judet=Buzău,Permanent
magaziner,http://posturi.gov.ro/anunt/magaziner-20/,"Școala Gimnaziala Speciala Pentru Deficienti de Auz „Kozmutza Flora”,  Cluj - Napoca,  judetul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
secretar,http://posturi.gov.ro/anunt/secretar-56/,"Liceul ,,Alexandru Odobescu’’, Lehliu-Gară,  județul Călărași","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Călăraşi,http://posturi.gov.ro/?judet=Călăraşi,Permanent
"muncitor calificat, post vacant ajutor bucătar, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/muncitor-calificat-post-vacant-ajutor-bucatar-pe-perioada-nedeterminata/,"Colegiul Național „Inochentie Micu Clain”,  Blaj, județul Alba,","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Alba,http://posturi.gov.ro/?judet=Alba,Permanent
muncitor cu atributii de fochist,http://posturi.gov.ro/anunt/muncitor-cu-atributii-de-fochist-12/,"LICEUL TEORETIC ""GHEORGHE MUNTEANU MURGOCI "" MĂCIN","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  20/09/2023,Tulcea,http://posturi.gov.ro/?judet=Tulcea,Permanent
administrator financiar grad III S,http://posturi.gov.ro/anunt/administrator-financiar-grad-iii-s-7/,LICEUL TEORETIC GHEORGHE IONESCU SISESTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Mehedinţi,http://posturi.gov.ro/?judet=Mehedinţi,Permanent
chimist debutant,http://posturi.gov.ro/anunt/chimist-debutant-6/,"Spitalul Clinic Județean de Urgență Cluj-Napoca, Județul Cluj","Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
Inspector de specialitate II – achizitii publice,http://posturi.gov.ro/anunt/inspector-de-specialitate-ii-achizitii-publice-2/,"Spitalul Municipal Sighișoara, județul Mureș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  21/09/2023,Mureş,http://posturi.gov.ro/?judet=Mureş,Permanent
"mediator școlar, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/mediator-scolar-post-vacant-pe-perioada-nedeterminata/," Centrul Judeţean de Rresurse şi de Asistenţă Educaţională Sălaj,  Zalău, județul Sălaj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Sălaj,http://posturi.gov.ro/?judet=Sălaj,Permanent
MUncitor,http://posturi.gov.ro/anunt/muncitor-56/,Scoala gimnaziala alexandru ciucurencu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Tulcea,http://posturi.gov.ro/?judet=Tulcea,Permanent
medic specialist specialitatea gastroenterologie,http://posturi.gov.ro/anunt/medic-specialist-specialitatea-gastroenterologie-2/,INSTITUTUL REGIONAL DE GASTROENTEROLOGIE PROF. DR. OCTAVIAN FODOR CLUJ-NAPOCA,"Funcție contractuală, Instituții regionale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
Referent 1 A,http://posturi.gov.ro/anunt/referent-1-a/,directia judeteana de statistica botosani  ,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Botoşani,http://posturi.gov.ro/?judet=Botoşani,Temporar
GUARD,http://posturi.gov.ro/anunt/guard-17/,"COMUNA CRACIUNESTI, judeţul Mureş","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Mureş,http://posturi.gov.ro/?judet=Mureş,Permanent
muncitor cu atributii de fochist,http://posturi.gov.ro/anunt/muncitor-cu-atributii-de-fochist-11/,Scoala gimnaziala nr.1 Plataresti,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Călăraşi,http://posturi.gov.ro/?judet=Călăraşi,Permanent
"îngrijitor I,",http://posturi.gov.ro/anunt/ingrijitor-i-20/,Școala Gimnazială Anton Pann Râmnicu Vâlcea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Vâlcea,http://posturi.gov.ro/?judet=Vâlcea,Permanent
"Ospatar tr.IV, poz.23",http://posturi.gov.ro/anunt/ospatar-tr-iv-poz-23/,Universitatea tehnica „Gheorghe Asachi” din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
îNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-383/,Colegiul de Științe „ Grigore Antipa” Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  26/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
"infirmier, 4 posturi;  îngrijitor antepreșcolar, 1 post; muncitor bucătărie, 1 post.",http://posturi.gov.ro/anunt/infirmier-4-posturi-ingrijitor-anteprescolar-1-post-muncitor-bucatarie-1-post/,Grădinița cu Program Prelungit Nr.13 SATU MARE ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  22/09/2023,Satu Mare,http://posturi.gov.ro/?judet=Satu Mare,Permanent
"îngrijitor, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/ingrijitor-post-vacant-pe-perioada-nedeterminata-33/,"Școala Gimnazială Poieni, comuna Schitu Duca, județul Iași, ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
asistent medical principal igienă și sănătate publică,http://posturi.gov.ro/anunt/asistent-medical-principal-igiena-si-sanatate-publica/,DIRECTIA DE SANATATE PUBLICA VRANCEA,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Vrancea,http://posturi.gov.ro/?judet=Vrancea,Permanent
Expert IA,http://posturi.gov.ro/anunt/expert-ia-5/,direcția JudeȚEANĂ DE stATISTICĂ SATU MARE,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Satu Mare,http://posturi.gov.ro/?judet=Satu Mare,Temporar
medic specialist,http://posturi.gov.ro/anunt/medic-specialist-24/,Spitalul Clinic de Urgenţă Bagdasar - Arseni BUCURESTI,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
șofer tractor,http://posturi.gov.ro/anunt/sofer-tractor/,"Primăria Comunei Vadu Pașii, județul Buzău","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Buzău,http://posturi.gov.ro/?judet=Buzău,Permanent
"ospătar, instalator, zugrav, dulgher/tâmplar, electrician",http://posturi.gov.ro/anunt/ospatar-instalator-zugrav-dulgher-tamplar-electrician/,Unitatea Militară 02310 Sibiu,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  18/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
PAZNIC I M,http://posturi.gov.ro/anunt/paznic-i-m-2/,Liceul cu Program Sportiv Satu Mare,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Satu Mare,http://posturi.gov.ro/?judet=Satu Mare,Permanent
"2 posturi Ingrijitor, studii generale",http://posturi.gov.ro/anunt/2-posturi-ingrijitor-studii-generale/,Universitatea Tehnica din Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
"Paznic, îngrijitor",http://posturi.gov.ro/anunt/paznic-ingrijitor/,"Liceul Teoretic „Horváth János” Marghita,","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Bihor,http://posturi.gov.ro/?judet=Bihor,Permanent
KINETOTERAPEUT,http://posturi.gov.ro/anunt/kinetoterapeut-7/,SPITALUL DE RECUPERARE CARDIOVASCULARA dR BENEDEK GEZA COVASNA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Covasna,http://posturi.gov.ro/?judet=Covasna,Permanent
asistent social grad ii -2 posturi,http://posturi.gov.ro/anunt/asistent-social-grad-ii-2-posturi/,UAT MUNICIPIUL BLAJ ,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 5 septembrie,2023",Expiră in  19/09/2023,Alba,http://posturi.gov.ro/?judet=Alba,Permanent
