judet,uat,echipa_interventie,fond_cinegetic_alungare,data_interventie,longitudine_alungare,latitudine_alungare,numar_raport_alungare,identificare_relocare,fond_cinegetic_relocare,data_relocare,longitudine_relocare,latitudine_relocare,numar_raport_relocare,identificare_eutanasiere,fond_cinegetic_eutanasiere,longitudine_eutanasiere,latitudine_eutanasiere,nr._raport_interventie_eutanasiere,identificare_impuscare,fond_cinegetic_impuscare,longitudine_impuscare,latitudine_impuscare,nr._raport_interventie_impuscare,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de
,HORODNICENI,"Primar U.A.T. Horodniceni, Medic veterinar, Personal Jandarmerie -Unitatea Fălticeni",ROTOPANESTI 67,-,,,-,-,,-,,,-,-,,,,-,-,,,,-,,"În data de 16.10.2021 în jur de ora 00:30 - 01:00, în apropiere de fabrica de prelucrare a produselor lactate S.C. Laktotrio 2001 Prod S.R.L, comuna Horodniceni, județul Suceava, un urs a atacat turma de oi a fermei, sfâșiind o ovină. incidentul s-a  repetat și în noaptea de 17.10.2021 în jurul orei 23 când în apropierea fabricii au apărut 2 urși. La fața locului s-a deplasat echipa  operativă care a procedat la alungarea animalelor.",Alungat,Florentina Botezat
,COMARNIC,"Primar, reprez. UM 0756, medic veterinar, paznici vanat. AVPS Campina",COMARNIC 24,,550986.0,414518.0,12934/29.10.2021,,,,,,,,,,,,,,,,,Mascul,"Alungare prin metode sonore si cu fascicule luminoase, s-a executat foc de arma in plan vertical, ursul se afla intr-o gradina",Alungat,Crina Popa
,COMARNIC,"Primar, reprez. UM 0756, medic veterinar, paznici vanat. AVPS Campina",COMARNIC 24,,550986.0,414518.0,12883/28.10.2021,,,,,,,,,,,,,,,,,Mascul,"Alungare prin metode sonore si cu fascicule luminoase, s-a executat foc de arma in plan vertical, ursul se afla intr-o gradina",Alungat,Crina Popa
,CHIOJDU,"IJJ Buzau, UAT Chiojdu  DS Buzau",SIRIU 33,,26.192423,45.399142,,,,,,,,,,,,,,,,,,,"A fost sesizat ca un  pui de urs a fost prins în gardul unui cetatean  din satul Poienița de Sus com Chiojdu, comisia a hotarat tranchilizarea acestuia si eliberarea în zona învecinată în fond forestier.",Alungat,Ioana Diaconescu
,PALANCA,"Jandarmerie - UM 0836, UAT Palanca, Personal tehnic gestionar , Medic veterinar imputernicit .",COTUMBA 3,,,,4314,,,,,,,,,,,,,,,,,Mascul,"Un exemplar de urs a fost alungat din intravilanul comunei Palanca, cu ajutorul semnalelor acustice.",Alungat,Anca Macor
,VALEA IAŞULUI,jandarmerie,VALEA DANULUI 6,,24.704787,45.186142,1501538 din 01.11.2021,,,,,,,,,,,,,,,,,Mascul,"Ca urmare a unui apel telefonic, echipa de intervenție s-a deplasat în comuna Valea Iașului, sat Valea Uleiului. Nu a fost gasit ursul. Nu au fost victime sau pagube materiale.",Alungat,Marius Dumitru
,SÂNDOMINIC,"Primarul si viceprimarul comunei, reprezentant AVPS Miercurea Ciuc.",BALAN 15,,25.80363078,46.60325004,5982/08.11.2021,,,,,,,,,,,,,,,,,,"Proprietarul a anuntat telefon viceprimarul comunei despre un urs care intentiona sa intre in grajdul de cai. Animalul a fost indepartat prin gonire, a distrus gardul din BCA.",Alungat,Szabo Szilard
,BROŞTENI,Primar U.A.T. Broșteni                                   Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic -  F.C. Nr.1 Pinu (O.S.Broșteni)                              Personal Poliția Broșteni,PINU 1,2021-11-06,553371.0,638425.0,,,,,,,,,,,,,,PINU 1,553371.0,638425.0,,Mascul,"Exemplarul de urs a fost identificat într-o gospodărie  din intravilanul satului Lungeni, oraș Broșteni, lângă  adăpostul cu animale ( vaci, porci, oi, capre), unde a ucis și consumat un exemplar ovină. S-a procedat la alungarea acestuia prin semnale acustice și luminoase, procedură fără rezultat, ursul devenind agresiv față de membrii  echipei de intervenție. A fost luată decizia recoltării exemplarului de urs prin împușcare.",Împușcare,Florentina Botezat
,BROŞTENI,Viceprimar U.A.T. Broșteni                                                  Personal Jandarmeria Broșteni                     Medic veterinar zona Broșteni   Personal tehnic  F.C. Nr.1 Pinu (O.S.Broșteni),,2021-10-28,,,,,,,,,,,,,,,,PINU 1,552416.0,634547.0,,Femela,"În data de 28 octombrie pe numărul de urgență 112 s-a anunțat faptul că un urs a pătruns în curtea locuinței a două persoane, în intravilan, provocând stricăciuni asupra unor stupi de albine. A fost întrunită comisia conf. O.U.G. 81/2021. Inițial exemplarul de urs a fost alungat, dar după aproximativ 10 min. acesta a revenit. S-a încercat din nou alungarea acestuia, dar nu a mai reacționat, dimpotrivă s-a apropiat mai mult de echipa de intervenție, a devenit agresiv încercând să atace , drept pentru care a fost luată decizia  intervenției prin împușcare.",Împușcare,Florentina Botezat
,COMARNIC,"Primar, reprez. UM 0756, medic veterinar, paznici vanat. AVPS Campina",COMARNIC 24,,550986.0,414518.0,13311/08.11.2021,,,,,,,,,,,,,,,,,Mascul,"Alungare prin metode sonore si cu fascicule luminoase, ursul se afla pe o strada in intravilan",Alungat,Crina Popa
,BUŞTENI,"viceprimar, reprezentant unitate jandarmi, gestionar FC, medic veterinar",SINAIA 25,,541822.0,435043.0,15069/10.11.2021,,,,,,,,,,,,,,,,,,alungare cu semnale acustice si luminoase ale autospecialei jandarmeriei,Alungat,Crina Popa
,GALAŢII BISTRIŢEI,"Plutonier adjunct IJJ BN, Secretar Primăria Galații Bistriței, Medic veterinar, Personal Tehnic AVPS  Vulpea Herina",ALBESTI 31,,,,,,,,,,,,,,,,,,,,,,"A fost luată măsura alungării ursului din zonă prin folosirea de semnale acustice și luminoase. La sosirea echipei de intervenție ursul nu a mai fost observat. Au fost produse pagube materiale, respectiv trei ovine au fost ucise și una rănită.",Alungat,Nastase Crina
,BRAŞOV,"Reprezentant U.A.T.Brasov, Personal tehnic gestionar, Medic Veterinar",TIMIS 18,,25.62876,45.615594,121554/12.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Aparitia unei ursoaice cu doi pui in capatul strazii Gladiolelor(cart.Noua), care a fost alungata.Ursoaica prezinta dizabilitate avand o problema la membrul anterior drept.",Alungat,Mirela Moisa
Brașov,BRAŞOV,"Reprezentant U.A.T.Brașov, Reprezentant Jandarmerie, Personal tehnic gestionar, Medic veterinar",,,,,,Microcipuri: 642090003656877(femela); 642090003656878 (pui); 642090003656870 (pui).,,12-11-2021,25.385422,45.593448,121560,,,,,,,,,,,Femela cu pui,"Având în vedere revenirea în același loc a ursoaicei cu doi pui, s-a procedat la capturarea celor trei exemplare de urs brun, urmată de tranchilizare și relocare",Relocat,Mirela Moisa
,SÂNDOMINIC,"Primarul si viceprimarul comunei, reprezentant gestionar f.c. , jandarmeria",BALAN 15,,25.80369,46.60325,FN,,,,,,,,,,,,,,,,,,"La data ade 10.11.2021 orele 20.27 ursul a fost alungat din curtea unui imobil din Sandominic, zona Banos",Alungat,Szabo Szilard
,BUŞTENI,"Primar, reprez. jandarmerie, medic veterinar, paznici vanat. AVPS Hubertus Feleacu",SINAIA 25,,541822.0,435043.0,15392/17.11.2021,,,,,,,,,,,,,,,,,,"Alungareîn zona impadurita a 4 exemplare tineret, folosindu-se mijloace luminoase si acustice",Alungat,Crina Popa
,LEREŞTI,"jandarmerie, gestionar fond cinegetic, primarie",RAUL TARGULUI 18,,25.06228,45.33867,1561627 din 15.11.2021,,,,,,,,,,,,,,,,,Mascul,"Echipa de interventie a gasit gardul rupt si o oaie lipsa. Au fost identificate urme de urs, dar acesta nu a fost vazut.",Alungat,Marius Dumitru
,PREDEAL,"Reprezentant UAT Predeal, reprezentant IJJ Brasov, reprezentant Garda Forestieră Brașov, medic veterinar",TIMIS 18,,,,16229/16.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"In urma unui apel la 112 (ora 18,46) a fost raportată prezența unei ursoice cu 3 pui la blocurile ANL din Predeal. La deplasarea în teren  nu au fost observate animale. Echipa a rămas în zonă aproximativ 4 ore",Alungat,Mirela Moisa
,PREDEAL,"Reprezentant UAT Predeal, Reprezentant Inspectoratul Judetean de Jandarmi Brasov, medic veterinar",TIMIS 18,,,,16152/15.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Apel la 112 (ora 21,24), ursoaica cu 3 pui pe str.Poiana Narciselor, loc.Predeal, a fost direcționat echipajul de poliție Predeal care a alungat exemplarele de urs în pădure. Ursoaica cu cei 3 pui și-a făcut apariția din nou, fiind alungată după decizia echipei de intervenție , într-o zonă îndepărtată.",Alungat,Mirela Moisa
,PREDEAL,"Reprezentant UAT Predeal, Reprezentant IJJ Brasov, Reprezentant Garda Forestiera Brasov, Medic veterinar",TIMIS 18,,,,16154/15.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Apel la 112,  ora 18,41, ursoaica cu trei pui pe strada Poiana Narciselor, loc.Predeal, zona ANL. animalele salbatice au fost alungate  de echipa de interventie de mai multe ori in zona indepartata.",Alungat,Mirela Moisa
,PREDEAL,"Reprezentant UAT Predeal, Reprezentant IJJ Brasov, reprezentant Garda Forestiera Brasov, Medic veterinar",TIMIS 18,,,,15939/09.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Apel la 112, la ora 13,07, ursoaica cu trei pui pe str.Poiana Narciselor, loc.Predeal, zona ANL. Animalele au fost alungate de echipa de intervenție de mai multe ori in zona impadurita.",Alungat,Mirela Moisa
,CERAŞU,"reprez UAT, reprez. jandarmi, reprez gestionar FC, medic veterinar",CAZACU 34,,584865.0,417936.0,2287/19.11.2021,,,,,,,,,,,,,,,,,Femela,"Ursul are colar GPS, alungare prin diverse mijloace acustice si luminoase",Alungat,Crina Popa
,MĂNECIU,"reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,579474.0,422133.0,2288/20.11.2021,,,,,,,,,,,,,,,,,Femela,"Urs observat in intravilan foarte des, alungat cu mijloace acustice",Alungat,Crina Popa
,MĂNECIU,"reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,579474.0,422133.0,2289/20.11.2021,,,,,,,,,,,,,,,,,Femela,"Urs observat in intravilan foarte des, alungat cu mijloace acustice si luminoase",Alungat,Crina Popa
,IZVOARELE,"reprezentant UAT, reprez. UM 0756, paznic vanat. AJVPS Prahova",CAZACU 34,,581544.0,416990.0,2290/21.11.2021,,,,,,,,,,,,,,,,,Femela,Observat pe DN1A,Alungat,Crina Popa
Neamț,,Plt.adj.Gociu Lucian Plt.maj. Ungureanu Marius Primar Tifui Bogdan personal tehnic Tofan Stefan medic vet. Lalau Gheorghe medic vet Pauseru Mircea,GALU 20,,,,7380/08.11.2021,microcip 642090001870562,GALU 20,,,,,,,,,,,,,,,Mascul,"Urs prins in gard de sarma, tranchilizat si eliberat",Relocat,Roxana Savina
,SOVATA,"Primar, personalul structurii de jandarmi, reprezentant asociatia de vanatoare",SEBES 43,,25.5074,46.36345,12268/08.09.2021,,,,,,,,,,,,,,,,,,"Urs tanar a creat panica in randul turistilor din statiunea Sovata, jud. Mures. Exemplarul a fost alungta.",Alungat,Nagy Hajnal
Mureș,SOVATA,"Primar, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare, medic veterinar",,,,,,,SEBES 43,13-10-2021,25.081193,46.603641,14197/14.10.2021,,,,,,,,,,,Mascul,"Urs tranchilizat si relocat din statiunea Sovata , jud Mures in Borsec , jud Harghita, FC 6 Borsec, Asociatia Clubul de Vanatoare si Pescuit Sportiv  Fagetel-Mortonca",Relocat,Nagy Hajnal
,SOVATA,"Primar, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare",SEBES 43,,25.08433,46.605649,14580/21.10.2021,,,,,,,,,,,,,,,,,,Ursoaica cu 2 pui alungat din  statiunea Sovata care a creat panica in randul locuitorilor din zona.,Alungat,Nagy Hajnal
Mureș,SOVATA,"Primar, personalul structurii de jandarmi, reperzenatnt asociatia de vanatoare, medic veterinar",,,,,,,SEBES 43,14-11-2021,25.08433,46.605649,15785/15.11.2021,,,,,,,,,,,Femela cu pui,"Ursoaica cu pui tranchilizat si relocat din statiunea Sovata, jud Mures la Borsec, jud Harghita FC  6 Borsec, Asociaţia Clubul de Vânătoare si Pescuit Sportiv Fagetel-Mortoncat",Relocat,Nagy Hajnal
,PREDEAL,"Reprezentant Jandarmerie, Reprezentant Primaria Predeal, Medic veterinar",TIMIS 18,,,,16608/23.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Indepartare femela cu 2 pui de pe strada Eroilor din Predeal, in urma apelului la 112",Alungat,Andreea Bogdan
,SOLOVĂSTRU,"Primar, viceprimar, reprezentanti jandarmerie, reprezentant asociatia de vanatoare",CASVA 39,,24.792995,46.784203,4263/02.09.2021,,,,,,,,,,,,,,,,,Mascul,"Urs mascul alungat din intravilanul loc. Jabenita, com Solovastru, jud Mures.",Alungat,Nagy Hajnal
,BUŞTENI,"Primar, reprez. jandarmerie, medic veterinar, paznici vanat. AVPS Hubertus Feleacu",SINAIA 25,,541822.0,435043.0,15695/23.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Femela cu pui, agresiva, ataca omul in zona locuita, alungare prin metode sonore si cu fascicule luminoase in zona impadurita",Alungat,Crina Popa
,DRAJNA,"reprezentant UAT, paznic vanat. AJVPS Prahova, medic veterinar",CAZACU 34,,584296.0,418327.0,2294/22.11.2021,,,,,,,,,,,,,,,,,Femela,Observat in intravilan,Alungat,Crina Popa
,BRAŞOV,"Reprezentant U.A.T. Brașov, reprezentant gestionar fond cinegetic",TIMIS 18,,25.592202,45.629881,127500/26.11.2021,,,,,,,,,,,,,,,,,Femela cu pui,"În urma patrulării s-au observat în zona Tâmpa Residence, patru exemplare de urs brun (femelă cu trei pui). S-a procedat la alungarea exemplarelor folosind semnale acustice și luminoase cf.OUG 81/2021",Alungat,Mirela Moisa
,PREDEAL,"Reprezentant UAT Predeal, reprezentant IJJ Brasov, reprezentant gestionar GFC, medic veterinar",TIMIS 18,,,,16895/26.11.2021?,,,,,,,,,,,,,,,,,Femela cu pui,A fost apelata la 112 prezenta ursoaicei cu pui in zona blocurilor ANL din orasul Predel. UAT Predeal a procedat la constituirea comisiei de interventie in conformitate cu prevederie OUG 81/2021 si s-a stabilit modul de interventie (alungare). Echipa de interventie  s-a deplasat in teren si a observat animalele.Echipa de interventie a ramas in zona aproximativ 2 ore si 30 minute. Exemplarele de urs nu au mai revenit din zona impadurita unde au fost alungate.,Alungat,Viorel Marean
,SÂNDOMINIC,"Primarul si viceprimarul comunei, reprezentant AVPS Miercurea Ciuc.",BALAN 15,,25.8039,46.6039,5971,,,,,,,,,,,,,,,,,,In data de 06.11.2021 orele 01.27 viceprimarul comunei a fost anuntat telefonic despre prezenta unui ur in gospodaria sub adresa nr. 1109. Ursul a fost alungat de catre personal AVPS si jandarmerie.,Alungat,Szabo Szilard
,BĂLAN,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar.",BALAN 15,,25.8022,46.66054,FN,,,,,,,,,,,,,,,,,Mascul,La ora 22.46 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 16 Ursul a fost alungat dar a mai revenit in alte locatii din oras.,Alungat,Szabo Szilard
,MĂRIŞELU,"Viceprimar comuna Mărișelu, Plt. adj. șef - IJJ B-N, Reprezentant gestionar",TEACA 30,,,,,,,,,,,,,,,,,,,,,Mascul,"Acțiunea a avut loc în localitatea Jeica, nr. 136. S-a luat măsura alungării ursului din zonă. În momentul sosirii echipei intervenției ursul nu a mai fost la fața locului. S-au constatat pagube - respectiv au fost distruse 8 familii de albine.",Alungat,Nastase Crina
,SINAIA,"primar, jandarmi, reprez. gestionar FC, medic veterinar",SINAIA 25,,542576.0,428846.0,20199/06.12.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Animalul a atacat 2 persoane straine in zona Peles, s-au folosit semnale acustice si luminoase pt indepartare in zona impadurita",Alungat,Crina Popa
,SINAIA,"primar, jandarmi, reprez gestionar FC, medic veterinar",SINAIA 25,,543157.0,428909.0,20199/06.12.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Animalele au aparut pe strada Opler, au fost alungate cu mijloace acustice si luminoase",Alungat,Crina Popa
,SINAIA,"primar, jandarmi, reprez gestionar FC, medic veterinar",SINAIA 25,,542967.0,428664.0,20199/06.12.2021,,,,,,,,,,,,,,,,,Femela cu pui,"Animalele au aparut in zona Carmen Sylva-Manastirea Sinaia, au fost alungate cu mijloace acustice si luminoase in zona impadurita",Alungat,Crina Popa
,BĂLAN,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, rerezentantul politiei.",BALAN 15,,25.80142,46.66145,FN,,,,,,,,,,,,,,,,,Femela cu pui,La ora 19.47 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu 2 pui a fost alungata.,Alungat,Szabo Szilard
,BĂLAN,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar, reprezentantul politiei.",BALAN 15,,25.80136,46.66139,FN,,,,,,,,,,,,,,,,,Femela cu pui,La ora 4.15 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu doi pui a fost alungata.,Alungat,Szabo Szilard
,BĂLAN,"Viceprimarul orasului, reprezentantul AVPS Miercurea Ciuc, medic veterinar, jandarmeria.",BALAN 15,,25.80111,46.66158,FN,,,,,,,,,,,,,,,,,Femela cu pui,La ora 22.14 echipa de interventie a fost chemat la fata blocului de pe adresa 1 Decembrie nr. 8 Femela de urs cu 2 pui a fost alungata.,Alungat,Szabo Szilard
,BĂLAN,"Primarul orasului, reprezentantul AVPS Miercurea Ciuc",BALAN 15,,25.81742,46.64499,FN,,,,,,,,,,,,,,,,,Mascul,La ora 22.14 echipa de interventie a fost chemat la statia de autobuz din localitate unde a fost raportata prezenta unui urs mascul agresiv. Animalul a fost alungat cu ajutorul echipajului jandarmeriei.,Alungat,Szabo Szilard
,BEICA DE JOS,"Primar, Reprezentant asociatie de vanatoare",GORNESTI 21,,24.814773,46.699637,3972/29.09.2021,,,,,,,,,,,,,,,,,,"Exemplar de urs in intravilanul localitatii Nadasa, com. Beica de Jos, jud. Mures, . Exemplarul se afla  pa un pom fructifer aflat in gospodaria  omului.",Alungat,Nagy Hajnal
,VOŞLĂBENI,"Personalul jandarmeriei, paznicul de vanatoare",VOSLOBENI 14,,25.62013,46.64509,FN,,,,,,,,,,,,,,,,,Femela cu pui,"Ursoaica cu pui a fost alungata din gospodaria din Voslabeni nr. 390 cu ajutorul petardelor. Mai tarziu a revenit si a produs pagube, a ucis 8 galinacee la o gospadarie din localitate.",Alungat,Szabo Szilard
Harghita,VOŞLĂBENI,"Primarul comunei, personalul jandarmeriei, a gestionarului fc. si medic veterinar.",,,,,,RO3577706506,VOSLOBENI 14,13-12-2021,25.61953,46.64601,FN,,,,,,,,,,,Mascul,"Exemplarul de urs tanar de apr. 2 ani a fost capturat si tranchilizat in zona centrala a comunei, in apropierea scolii. A fost relocat pe un alt fond cinegetic apartinand gestionarului.",Relocat,Szabo Szilard
,BEICA DE JOS,"Reprezentant primarie, personalul structurilor de jandarmi, reprezentant asociatia de vanatoare",GORNESTI 21,,24.865991,46.720705,3973/29.09.2021,,,,,,,,,,,,,,,,,,"Urs aflat la limita intravilanului loc. Serbeni, com Beica de Jos, jud Mures",Alungat,Nagy Hajnal
,BEICA DE JOS,"Reprezentant primarie, reprezentant asociatie de vanatoare",GORNESTI 21,,24.814972,46.699616,3974/30.09.2021,,,,,,,,,,,,,,,,,,"Urs aflat in intravilanul localiatii Nadasa, com Beica de Jos, jud Mures",Alungat,Nagy Hajnal
,COMARNIC,"Primar, reprez. UM 0756, paznici vanat. AVPS Campina",COMARNIC 24,,550986.0,414518.0,14722/13.12.2021,,,,,,,,,,,,,,,,,Mascul,Alungare prin metode sonore si cu fascicule luminoase,Alungat,Crina Popa
Suceava,BROŞTENI,"Reprezentant U.A.T. Broșteni, Personal Jandarmeria Broșteni, Personal tehnic Gestionar F.C. D.S. Suceava, Medic veterinar împuternicit U.A.T. Broșteni",,,,,,,PINU 1,19-08-2021,25.729735,47.234448,,,,,,,,,,,,Femela,"În urma apelului la nr. de urgență 112 s-a constatat că un exemplar de urs era prins într-o capcană neautorizată. S-a procedat la izolarea zonei după care s-a luat decizia tranchilizării și relocării. Exemplarul de urs a fost relocat în cuprinsul F.C. nr.1 Pinu, departe de locuințe",Relocat,Florentina Botezat
,CEUAŞU DE CÂMPIE,"Reprezentant primarie, reprezentant asociatia de vanatoare",VOINIVCENI 16,,24.515989,46.641136,9297/15.12.2021,,,,,,,,,,,,,,,,,,"Urs aflat in intravilanul comunei Ceuasu de Campie, jud Mures",Alungat,Nagy Hajnal
,SINAIA,"viceprimar, medic vet, reprez UM 0756, reprez gestionar fond cinegetic",SINAIA 25,,541975.0,428663.0,38732/21.12.2021,,,,,,,,,,,,,,,,,Femela cu pui,alungare cu semnale acustice si luminoase in zona impadurita,Alungat,Crina Popa
,SINAIA,"reprezentant jandarmi, viceprimar, reprezentant fond cinegetic, medic veterinar",SINAIA 25,,542677.0,428774.0,3268/03.02.2022,,,,,,,,,,,,,,,,,Femela cu pui,"Ursoaica cu un pui in zona Peles-Opler-Bdul Ferdinand; s-a incercat relocare, dar, din cauza intunericului nu s-a mai putut face,  a fost alungata in padure",Alungat,Crina Popa
,PREDEAL,"Reprezentant UAT Predeal, reprezentant Jandarmerie-Detașamentul 6 Predeal, reprezentant gestionar faună sălbatică, medic veterinar",TIMIS 18,,25.591665,45.510581,2706/12.02.2022,,,,,,,,,,,,,,,,,Femela cu pui,"In data de 11.02.2022, orele 19, în urma unui apel la 112 privind apariția unui exemplar de urs în zona str.Libertății (Hotel Eden), s-a constituit echipa de intervenție. În urma patrulărilor efectuate s-a constatat că în zona străzilor Postăvarul și Nicolae Bălcescu și-a făcut apariția o ursoaică cu doi pui, care a fost îndepărtată în zona împădurită.",Alungat,Mirela Moisa
,SLĂNIC,"viceprimar, jandarmi,  paznici vanatoare",CAZACU 34,,574019.0,413190.0,315/15.02.2022,,,,,,,,,,,,,,,,,Mascul,"urs mascul de circa 7 ani semnalat prin apel 112, la sosirea echipei se deplasa deja spre padure",Alungat,Crina Popa
Harghita,VOŞLĂBENI,"Reprezentantul primariei Voslobeni, reprezentant AVPS Gheorgheni, medic veterinar, repezentantii jandarmeriei.",,,,,,,JOLOTCA 11,22-02-2022,25.527856,46.913127,34,,,,,,,,,,,Femela,"Femela de urs de apr. 3 ani a fost capturat cu capcana tip cusca in intravilanul localitatii Izvorul Muresului pa locatia unde acesta a produs pagube materiale la o stupina. Eliberarea s-a facut pe alt fond cinegetic gestionat de aceeasi gestionar, intr-o zona indepartata de localitati.",Relocat,Szabo Szilard
Mureș,STÂNCENI,"Viceprimar, membru SVSU, membru asociatia vanatoare AVPS Cerbul Mures",ZEBRAC 33,,25.226927,46.960112,2703/28.02.2022,,,,,,,,,,,,,,,,,Mascul,"Urs aflat in intravilanul comunei Stinceni, incercand sa patrunda in gospodarie, s-a luat masuri pentru indepartare si alungare.",Alungat,Nagy Hajnal
,PREDEAL,"Reprezentant UAT Predeal, reprezentant Jandarmeria  - Detașamentul 6Predeal, reprezentant gestionar fauna sălbatică, medic veterinar",TIMIS 18,,25.5659299,45.5044965,5031/22.03.2021,,,,,,,,,,,,,,,,,Femela cu pui,"In urma unui apel la 112 privind aparitia unei ursoaice cu trei pui in zona ANL-str.Poiana Narciselor, s-a constituit echipa de interventie , care a alungat ursoaica(cca.6 ani cu pui de un an), în zona împădurită(fondul forestier);",Alungat,Mirela Moisa
Harghita,PRAID,"Primarul localitatii, reprezentantul jandarmeriei, personalul tehnic a gestionarului fondului cinegetic, medic veterinar.",,,,,,642098201171198,IUHOD 38,23-03-2022,25.27667,46.59528,2816,,,,,,,,,,,Femela,"In urma apelurilor repetate la numarul de urgenta 112 de la pensiunea Iris din Praid, gestionarul a plasat capcana tip cusca in curtea unitatii. Exemplarul de urs a fost capturat la ora 10, a fost tranchilizat, examinat si eliberat ulterior intr-o zona indepartata a aceluiasi fond cinegetic.",Relocat,Szabo Szilard
,LEREŞTI,"Jandarmerie, Primărie, Fond cinegetic",RAUL TARGULUI 18,,2504934.0,4543626.0,,,,,,,,,,,,,,,,,,,A fost semnalata prezenta unui urs la tomberonul din curtea cabanei Cristina. Echipa de interventie a patrulat folosind semnale acustice si luminoase.  In zona ursul a mai fost vazut.,Alungat,Petruta Ghica
,ZĂRNEŞTI,"Reprezentant UAT Zărnești, reprezentanți Inspectoratul Județean Jandarmi Brașov, reprezentant gestionar faună sălbatică, medic veterinar",BARSA 31,,25.3479514,45.5811333,1/26.03.2022,,,,,,,,,,,,,,,,,Mascul,"Exemplarul  a fost îndepărtat folosindu-se mijloace sonore(petarde). A revenit în zonă, fiind ulterior alungat de reprezentanții echipei de intervenție.",Alungat,Mirela Moisa
,ZĂRNEŞTI,"Reprezentant UAT Zărnești, reprezentanți Inspectoratul Județean de Jandarmi Brașov, reprezentant gestionar fauna sălbatică, medic veterinar",BARSA 31,,25.3488848,45.5811671,2/26.03.2022,,,,,,,,,,,,,,,,,Mascul,"S-a îndepărtat un exemplar mascul, de cca 3 ani, folosindu-se mijloace acustice din dotarea jandarmeriei și  reprezentanții gestinoarului faunei sălbatice au îndepărtat exemplarul spre zona împădurită..",Alungat,Mirela Moisa
,ZĂRNEŞTI,"Reprezentant UAT Zărnești, reprezentanți Inspectoratul Județean de Jandarmi Brașov, reprezentant fauna sălbatică, medic veterinar",BARSA 31,,25.3481003,45.5806313,3/29.03.2022,,,,,,,,,,,,,,,,,Mascul,"S-a procedat la îndepărtarea unui exemplar de urs mascul, vârsta aproximativă 3 ani, folosindu-se mijloace acustice din dotarea jandarmeriei și s-a realizat îndepărtarea de către repezentanții gestinoarului faunei sălbatice.",Alungat,Mirela Moisa
Suceava,PREDEAL,"Reprezentant UAT Predeal, reprezentant Inspectoratul Județean de Jandarmi Brașov, reprezentant gestionar faună sălbatică, medic veterinar",,,,,,marcaj: 642090003656873 (femela adult de 6 ani); 642090003656876 (pui mascul); 642090003656866(pui femelă); 642090003656880(pui femelă),PINU 1,30-03-2022,25.5655621,45.5042601,5484/30.03.2022,,,,,,,,,,,Femela cu pui,"În urma acțiunilor de monitorizare s-a identificat și capturat în data de 30.03.2022 o femelă de urs cu pui (femela de cca.6 ani cu trei pui de cca.un an) care reveneau frecvent în intravilanul Orașului Predeal. Exemplarele au fost capturate și ulterior relocate în FC nr.1Pinu-O.S. Broșteni, D.S.Suceava (adresa GF Brașov nr 257311/25.03.2022).",Relocat,Mirela Moisa
